Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,AOV
B-25902,802,120,7,Electronics,Accessories,COD,114.57142857142857
B-25968,811,154,7,Electronics,Accessories,UPI,115.85714285714286
B-26099,835,267,5,Electronics,Phones,Debit Card,167.0
B-25699,21,-5,1,Electronics,Accessories,COD,21.0
B-26076,450,-190,4,Furniture,Bookcases,COD,112.5
B-25793,24,-1,4,Clothing,Skirt,Credit Card,6.0
B-25671,832,0,3,Clothing,Trousers,UPI,277.3333333333333
B-26040,833,93,3,Clothing,Trousers,UPI,277.6666666666667
B-26059,20,6,1,Clothing,T-shirt,COD,20.0
B-25725,23,-5,7,Clothing,Hankerchief,Credit Card,3.2857142857142856
B-25855,550,-242,5,Furniture,Furnishings,UPI,110.0
B-25738,148,-91,2,Electronics,Phones,COD,74.0
B-25899,846,9,2,Furniture,Chairs,Debit Card,423.0
B-25608,856,385,6,Electronics,Printers,COD,142.66666666666666
B-25904,871,131,2,Furniture,Bookcases,UPI,435.5
B-26056,19,-18,4,Clothing,Kurti,COD,4.75
B-25669,610,-66,2,Furniture,Tables,COD,305.0
B-25638,880,97,8,Furniture,Furnishings,Debit Card,110.0
B-25953,22,-8,4,Clothing,Hankerchief,Credit Card,5.5
B-25841,22,11,2,Clothing,Skirt,Credit Card,11.0
B-26071,21,4,3,Clothing,Hankerchief,Credit Card,7.0
B-25793,18,1,3,Clothing,Hankerchief,COD,6.0
B-25813,911,202,7,Furniture,Chairs,COD,130.14285714285714
B-26010,18,2,3,Clothing,Hankerchief,COD,6.0
B-25825,911,355,5,Electronics,Phones,Debit Card,182.2
B-25630,143,-129,2,Electronics,Phones,COD,71.5
B-25986,918,22,9,Electronics,Electronic Games,COD,102.0
B-25650,925,-447,5,Electronics,Electronic Games,COD,185.0
B-26078,17,8,2,Clothing,Skirt,COD,8.5
B-25890,465,207,9,Clothing,Saree,COD,51.666666666666664
B-25691,17,-9,3,Clothing,Stole,COD,5.666666666666667
B-25952,935,114,4,Electronics,Electronic Games,UPI,233.75
B-25651,16,-10,2,Clothing,T-shirt,COD,8.0
B-25955,954,95,3,Electronics,Printers,UPI,318.0
B-25898,915,-99,3,Furniture,Tables,Debit Card,305.0
B-25838,955,305,3,Electronics,Printers,Debit Card,318.3333333333333
B-25797,976,293,4,Electronics,Accessories,COD,244.0
B-25738,1069,0,6,Clothing,Saree,EMI,178.16666666666666
B-25661,19,-15,3,Clothing,Hankerchief,Credit Card,6.333333333333333
B-25997,16,6,3,Clothing,Hankerchief,COD,5.333333333333333
B-25667,1030,206,8,Electronics,Printers,UPI,128.75
B-25753,620,82,6,Electronics,Accessories,COD,103.33333333333333
B-25848,16,8,2,Clothing,Hankerchief,COD,8.0
B-26097,19,8,2,Clothing,Hankerchief,Credit Card,9.5
B-25633,249,-130,4,Electronics,Phones,UPI,62.25
B-25807,16,6,1,Clothing,Stole,COD,16.0
B-25752,1361,197,9,Furniture,Bookcases,COD,151.22222222222223
B-26052,15,1,1,Clothing,Shirt,COD,15.0
B-25610,1076,-38,4,Electronics,Printers,COD,269.0
B-25888,18,2,3,Clothing,Hankerchief,Credit Card,6.0
B-25937,1101,352,3,Furniture,Bookcases,UPI,367.0
B-25828,15,2,1,Clothing,Leggings,COD,15.0
B-26048,1104,209,4,Clothing,Trousers,UPI,276.0
B-25670,14,2,1,Clothing,Hankerchief,COD,14.0
B-25757,14,5,1,Clothing,Hankerchief,COD,14.0
B-25751,14,-3,2,Clothing,Leggings,COD,7.0
B-25687,14,-1,4,Clothing,Kurti,COD,3.5
B-25710,13,-8,1,Clothing,T-shirt,COD,13.0
B-25656,13,-1,3,Clothing,Hankerchief,COD,4.333333333333333
B-25601,1275,1148,7,Furniture,Bookcases,EMI,182.14285714285714
B-26053,17,1,2,Clothing,Skirt,Credit Card,8.5
B-26001,13,0,2,Clothing,Hankerchief,COD,6.5
B-25964,1270,546,11,Electronics,Electronic Games,EMI,115.45454545454545
B-26062,13,-2,1,Clothing,Stole,COD,13.0
B-25982,13,3,1,Clothing,Leggings,COD,13.0
B-25864,17,5,1,Clothing,Hankerchief,UPI,17.0
B-25693,13,-13,2,Clothing,Skirt,COD,6.5
B-25802,13,-9,2,Clothing,Skirt,COD,6.5
B-25676,1263,-56,5,Clothing,Trousers,EMI,252.6
B-25639,1629,-153,3,Electronics,Phones,COD,543.0
B-25757,17,7,3,Clothing,Hankerchief,UPI,5.666666666666667
B-26003,17,2,2,Clothing,Skirt,UPI,8.5
B-26055,1250,-12,2,Electronics,Printers,EMI,625.0
B-25786,17,-11,3,Clothing,Skirt,UPI,5.666666666666667
B-25919,977,-244,7,Electronics,Phones,COD,139.57142857142858
B-25894,1246,62,3,Furniture,Bookcases,EMI,415.3333333333333
B-25979,12,1,2,Clothing,Hankerchief,COD,6.0
B-25651,11,-4,2,Clothing,Skirt,COD,5.5
B-25653,1327,318,8,Furniture,Chairs,EMI,165.875
B-25855,1319,567,5,Electronics,Printers,COD,263.8
B-25793,1402,109,11,Clothing,Saree,EMI,127.45454545454545
B-26073,1514,742,4,Electronics,Printers,EMI,378.5
B-25881,1351,111,6,Electronics,Electronic Games,COD,225.16666666666666
B-25603,1355,-60,5,Clothing,Trousers,COD,271.0
B-25851,10,2,2,Clothing,Hankerchief,COD,5.0
B-25883,10,-2,2,Clothing,Leggings,COD,5.0
B-25768,1582,-443,6,Clothing,Trousers,EMI,263.6666666666667
B-25953,1218,352,9,Furniture,Bookcases,EMI,135.33333333333334
B-25755,321,315,5,Clothing,Saree,UPI,64.2
B-26057,736,346,5,Electronics,Printers,COD,147.2
B-26055,1218,-420,8,Furniture,Bookcases,COD,152.25
B-25855,1027,441,8,Clothing,Saree,COD,128.375
B-25989,10,5,1,Clothing,Stole,COD,10.0
B-26099,2366,552,5,Clothing,Trousers,UPI,473.2
B-25652,9,-6,2,Clothing,Hankerchief,COD,4.5
B-25723,16,-12,2,Clothing,Stole,UPI,8.0
B-26099,9,3,1,Clothing,Skirt,COD,9.0
B-25629,1560,421,3,Clothing,Trousers,COD,520.0
B-25877,1137,568,2,Clothing,Trousers,EMI,568.5
B-25767,9,-9,2,Clothing,Kurti,COD,4.5
B-25735,15,-7,1,Clothing,Hankerchief,UPI,15.0
B-26097,14,5,1,Clothing,Hankerchief,UPI,14.0
B-26070,14,7,2,Clothing,Hankerchief,UPI,7.0
B-25752,8,-2,2,Clothing,Hankerchief,COD,4.0
B-25656,1389,680,7,Clothing,Saree,COD,198.42857142857142
B-25748,8,-1,2,Clothing,Leggings,COD,4.0
B-25758,8,-2,1,Clothing,Stole,COD,8.0
B-25950,13,4,1,Clothing,Leggings,UPI,13.0
B-25707,8,-6,1,Clothing,Stole,COD,8.0
B-25909,12,2,2,Clothing,Skirt,Credit Card,6.0
B-25955,1716,309,7,Electronics,Accessories,COD,245.14285714285714
B-26023,1117,447,10,Furniture,Bookcases,EMI,111.7
B-25655,9,-6,2,Clothing,Skirt,Credit Card,4.5
B-25686,332,503,3,Electronics,Printers,COD,110.66666666666667
B-25655,7,-4,3,Clothing,Hankerchief,COD,2.3333333333333335
B-25601,8,-2,3,Clothing,Hankerchief,Credit Card,2.6666666666666665
B-25862,2061,701,5,Furniture,Bookcases,UPI,412.2
B-25626,1103,276,3,Furniture,Chairs,EMI,367.6666666666667
B-25823,2103,322,8,Electronics,Electronic Games,UPI,262.875
B-25881,2115,23,5,Furniture,Chairs,COD,423.0
B-25910,850,-289,5,Electronics,Electronic Games,COD,170.0
B-25830,1063,64,7,Electronics,Phones,EMI,151.85714285714286
B-25978,1063,-175,4,Electronics,Electronic Games,EMI,265.75
B-25997,2292,127,7,Furniture,Bookcases,COD,327.42857142857144
B-25661,7,-1,2,Clothing,Hankerchief,Credit Card,3.5
B-25969,2452,191,7,Furniture,Bookcases,UPI,350.2857142857143
B-25858,2457,665,11,Electronics,Electronic Games,EMI,223.36363636363637
B-25697,4,-3,1,Clothing,Skirt,Credit Card,4.0
B-25798,2830,-1981,13,Furniture,Bookcases,EMI,217.69230769230768
B-25873,7,1,1,Clothing,Hankerchief,COD,7.0
B-25740,7,0,2,Clothing,Skirt,COD,3.5
B-25700,7,-3,2,Clothing,Hankerchief,COD,3.5
B-25757,3151,-35,7,Clothing,Trousers,EMI,450.14285714285717
B-25973,4141,1698,13,Electronics,Printers,COD,318.53846153846155
B-25698,7,-2,1,Clothing,Hankerchief,COD,7.0
B-25993,4363,305,5,Furniture,Tables,EMI,872.6
